Grid_ID,Latitude,Longitude
1305_7753,13.05404425,77.53453393
1307_7751,13.07796187,77.51315652
1307_7754,13.07784328,77.5443189
1345_7755,13.0727,77.4952
1807_7752,13.0727,77.4952
6324_2797,13.0568,77.5058
7752_1304,13.0405,77.5157
7752_1306,13.0727,77.4952
7752_1307,13.0727,77.4952
7752_1352,13.0727,77.4952
7752_7752,13.0727,77.4952
7753_1305,13.0568,77.5058
7753_1306,13.0568,77.5058
7753_1307,13.0568,77.5058
7753_1308,13.0727,77.4952
7753_1309,13.0579,77.5484
7753_1325,13.0568,77.5058
7754_1305,13.0568,77.5058
7754_1306,13.0405,77.5157
7754_1307,13.0579,77.5484
7755_1305,13.0579,77.5484
1225_7684,12.9858,77.5178
1225_7720,12.9258,77.5488
1225_7724,12.9986,77.5465
1235_7720,12.9178,77.5498
1245_7732,12.9238,77.5498
1253_7720,12.8965,77.5938
1253_7753,12.9018,77.5518
1253_7793,12.9018,77.5518
1253_793,12.9478,77.5738
1255_7732,12.8965,77.5938
1256_7732,12.9258,77.5488
1256_7733,12.9428,77.5658
1256_7756,12.9018,77.5518
1258_7753,12.9238,77.5568
1264_7755,12.9248,77.5568
1285_7763,12.9498,77.6218
1291_7737,12.9427,77.5414
1291_7753,12.9238,77.5398
1292_7753,12.9318,77.5312
1293_7720,12.9428,77.5698
1293_7753,12.9238,77.5398
1293_7754,12.9348,77.5342
1293_7755,12.9455,77.5419
1294_7754,12.9412,77.5501
1294_7755,12.9458,77.5484
1993_7760,13.0091,77.5188
1303_6703,13.032274,67.032456
1303_7744,13.03163702,77.44681785
1297_1253,12.9745,77.5342
1297_7726,12.9728,77.5297
1354_7665,12.9996,77.5468
1256_7723,12.9566,77.7011
1256_7786,12.9566,77.7011
1260_7770,12.9958,77.6968
1269_7763,12.9566,77.7011
1278_7796,12.9578,77.6648
1285_7723,12.9788,77.6788
1285_7725,12.9958,77.6968
1295_7742,12.957194,77.42277
1295_7767,12.95778883,77.6770585
1296_7717,12.96335,77.177512
