Grid_ID,Latitude,Longitude
1214_7716,12.145456000000001,77.167065
1214_7735,12.145874,77.35971
1214_7745,12.145456000000001,77.456565
1214_7748,12.148233,77.485862
1214_7754,12.145456,77.543656
1215_7664,12.15989,76.645134
1215_7710,12.15417,77.10433
1215_7712,12.15462,77.1265874
1215_7715,12.154575000000001,77.1534805
1215_7745,12.154935550000001,77.45987125
1215_7757,12.15742,77.57738
1215_7758,12.1548921,77.584921
1215_7759,12.154987,77.598472
1216_7715,12.168781,77.15789
1216_7745,12.163542,77.456213
1216_7757,12.167824,77.572979
1217_7736,12.175233,77.36323
1217_7745,12.17,77.450468
1218_7637,12.184492,76.375437
1218_7714,12.18792,77.145987
1219_7706,12.192417666666666,77.06162233333333
1219_7748,12.1922903,77.480554
1219_7770,12.199633,77.705948
121_763,1.2175029,7.6361193
1221_7712,12.215278000000001,77.124556
1221_7714,12.214687,77.147896
1221_7753,12.215457,77.53256
1221_7756,12.216545,77.564651
1221_7759,12.215498,77.5984112
1222_7712,12.221423,77.121321
1222_7760,12.22228,77.604928
1222_7780,12.22228,77.806563
1223_7711,12.234156,77.112233
1223_7712,12.231225,77.123541
1223_7715,12.235261,77.156932
1223_7723,12.23041,77.2301
1223_7735,12.232209,77.357072
1223_7752,12.235621,77.523223
1223_7754,12.232452,77.54524
1223_7765,12.236598,77.652398
1223_7798,12.2365,77.9874
1224_7723,12.245682,77.23146
1224_7725,12.245544,77.256145
1224_7728,12.241653,77.289654
1224_7736,12.241653,77.363421
1224_7737,12.241653,77.372164
1224_7739,12.241652,77.397491
1224_7754,12.244731999999999,77.5461335
1224_7756,12.24932,77.56327
1225_6612,12.253698,66.123654
1225_7684,12.252541,76.849792
1225_7702,12.253632,77.025622
1225_7712,12.253073,77.12500449999999
1225_7715,12.2546635,77.154719
1225_7720,12.252115,77.203755
1225_7723,12.256298999999999,77.235442
1225_7724,12.252541,77.245212
1225_7725,12.256245538625,77.256539163025
1225_7726,12.2560505,77.266115
1225_7732,12.2546,77.3256
1225_7754,12.255419250000001,77.54537225
1225_7756,12.254914500000002,77.567278
1225_7757,12.25864,77.572384
1225_7785,12.256745,77.854673
1225_7787,12.257489,77.8719691
1226_7664,12.260085,76.643103
1226_7723,12.265486,77.235846
